--- Report Estrazione PDF: the-witcher-tomo-del-caos.pdf ---
Data: 2026-04-16 09:33:54

--- Dettagli Immagini ---
Pag001_L1_SenzaSezione_01.png | Nome PDF: R226 | Dim: 1261x1656px | CS: DeviceRGB
Testi/Pag139_L139_Goezia.txt
Testi/Pag150_L150_Ritratto dell’Artista.txt
Testi/Pag153_L153_Maghi Famosi.txt
Testi/Pag154_L154_Artorius Vigo.txt
Testi/Pag155_L155_Bronwyn Occhiofino.txt
Testi/Pag156_L156_Cadfan di Ebbing.txt
Testi/Pag157_L157_Dormyn di Gemmera.txt
Testi/Pag158_L158_Dorregaray di Vole.txt
Testi/Pag159_L159_Drystan di Nazair.txt
Testi/Pag160_L160_Elgan di Verden.txt
Testi/Pag161_L161_Francesca Findabair.txt
Testi/Pag162_L162_Fringilla Vigo.txt
Testi/Pag163_L163_Istredd.txt
Testi/Pag164_L164_Keira Metz.txt
Testi/Pag165_L165_Margarita Laux-Antille.txt
Testi/Pag166_L166_Philippa Eilhart.txt
Testi/Pag167_L167_Sile de Tancarville.txt
Testi/Pag168_L168_Stregobor di Kovir.txt
Testi/Pag169_L169_Xarthisius.txt
Testi/Pag170_L170_Una Clausola Vincolante.txt
Testi/Pag195_L195_Bestiario.txt
Testi/Pag196_L196_Amalgama di Corpi.txt
Testi/Pag198_L198_Armatura Vivente.txt
Testi/Pag200_L200_Bes.txt
Testi/Pag202_L202_Casglydd.txt
Testi/Pag204_L204_Grande Orso.txt
Testi/Pag206_L206_Mari Lwyd.txt
Testi/Pag208_L208_Penitente.txt
Testi/Pag210_L210_Componenti e Mutageni.txt
Testi/Pag211_L211_Indice.txt
