--- Report Estrazione PDF: Witcher-v1.3.pdf ---
Data: 2026-04-16 09:36:07

--- Dettagli Immagini ---
Pag001_L1_SenzaSezione_01.png | Nome PDF: 30d661eb-d650-40ca-ae0b-607943fa877c | Dim: 753x235px | CS: DeviceGray
Pag285_L285_Wraith Diurni_04.png | Nome PDF: Im0 | Dim: 120x405px | CS: DeviceRGB
Pag285_L285_Wraith Diurni_05.png | Nome PDF: Im0 | Dim: 313x234px | CS: DeviceRGB
Pag286_L286_Wraith Diurni_01.png | Nome PDF: Im0 | Dim: 959x1448px | CS: DeviceRGB
Pag287_L287_Lupi e Warg_01.png | Nome PDF: Im0 | Dim: 65x234px | CS: DeviceRGB
Pag287_L287_Lupi e Warg_02.png | Nome PDF: Im0 | Dim: 456x233px | CS: DeviceRGB
Pag287_L287_Lupi e Warg_03.png | Nome PDF: Im0 | Dim: 156x405px | CS: DeviceRGB
Pag287_L287_Lupi e Warg_04.png | Nome PDF: Im0 | Dim: 119x405px | CS: DeviceRGB
Pag288_L288_Lupi e Warg_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag289_L289_Lupi Mannari_01.png | Nome PDF: Im0 | Dim: 179x234px | CS: DeviceRGB
Pag289_L289_Lupi Mannari_02.png | Nome PDF: Im0 | Dim: 310x233px | CS: DeviceRGB
Pag289_L289_Lupi Mannari_03.png | Nome PDF: Im0 | Dim: 369x405px | CS: DeviceRGB
Pag289_L289_Lupi Mannari_04.png | Nome PDF: Im0 | Dim: 126x405px | CS: DeviceRGB
Pag289_L289_Lupi Mannari_05.png | Nome PDF: Im0 | Dim: 172x405px | CS: DeviceRGB
Pag289_L289_Lupi Mannari_06.png | Nome PDF: Im0 | Dim: 124x233px | CS: DeviceRGB
Pag290_L290_Lupi Mannari_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag291_L291_Sirene_01.png | Nome PDF: Im0 | Dim: 735x233px | CS: DeviceRGB
Pag291_L291_Sirene_02.png | Nome PDF: Im0 | Dim: 368x405px | CS: DeviceRGB
Pag291_L291_Sirene_03.png | Nome PDF: Im0 | Dim: 126x405px | CS: DeviceRGB
Pag291_L291_Sirene_04.png | Nome PDF: Im0 | Dim: 138x234px | CS: DeviceRGB
Pag292_L292_Sirene_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag293_L293_Grifoni_01.png | Nome PDF: Im0 | Dim: 338x405px | CS: DeviceRGB
Pag293_L293_Grifoni_02.png | Nome PDF: Im0 | Dim: 173x405px | CS: DeviceRGB
Pag294_L294_Grifoni_01.png | Nome PDF: 66ac4bb7-41ca-40f7-b2d7-43538344cf63 | Dim: 963x1446px | CS: DeviceGray
Pag294_L294_Grifoni_02.png | Nome PDF: Im0 | Dim: 963x1446px | CS: DeviceRGB
Pag294_L294_Grifoni_03.png | Nome PDF: Im3 | Dim: 413x157px | CS: DeviceGray
Pag294_L294_Grifoni_04.png | Nome PDF: Im0 | Dim: 157x404px | CS: DeviceRGB
Pag295_L295_Endriaghe_01.png | Nome PDF: Im0 | Dim: 382x233px | CS: DeviceRGB
Pag295_L295_Endriaghe_02.png | Nome PDF: Im0 | Dim: 436x233px | CS: DeviceRGB
Pag295_L295_Endriaghe_03.png | Nome PDF: Im0 | Dim: 338x405px | CS: DeviceRGB
Pag295_L295_Endriaghe_04.png | Nome PDF: Im0 | Dim: 119x405px | CS: DeviceRGB
Pag295_L295_Endriaghe_05.png | Nome PDF: Im0 | Dim: 66x234px | CS: DeviceRGB
Pag296_L296_Endriaghe_01.png | Nome PDF: Im0 | Dim: 959x1448px | CS: DeviceRGB
Pag297_L297_Arachas_01.png | Nome PDF: Im0 | Dim: 755x233px | CS: DeviceRGB
Pag297_L297_Arachas_02.png | Nome PDF: Im0 | Dim: 339x405px | CS: DeviceRGB
Pag297_L297_Arachas_03.png | Nome PDF: Im0 | Dim: 155x405px | CS: DeviceRGB
Pag297_L297_Arachas_04.png | Nome PDF: Im0 | Dim: 119x405px | CS: DeviceRGB
Pag297_L297_Arachas_05.png | Nome PDF: Im0 | Dim: 159x234px | CS: DeviceRGB
Pag298_L298_Arachas_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag299_L299_Golem_01.png | Nome PDF: Im0 | Dim: 737x233px | CS: DeviceRGB
Pag299_L299_Golem_02.png | Nome PDF: Im0 | Dim: 279x405px | CS: DeviceRGB
Pag299_L299_Golem_03.png | Nome PDF: Im0 | Dim: 356x234px | CS: DeviceRGB
Pag300_L300_Golem_01.png | Nome PDF: Im0 | Dim: 961x1448px | CS: DeviceRGB
Pag301_L301_Demoni_01.png | Nome PDF: Im0 | Dim: 889x233px | CS: DeviceRGB
Pag301_L301_Demoni_02.png | Nome PDF: Im0 | Dim: 125x405px | CS: DeviceRGB
Pag301_L301_Demoni_03.png | Nome PDF: Im0 | Dim: 226x405px | CS: DeviceRGB
Pag302_L302_Demoni_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag303_L303_Nekker_01.png | Nome PDF: Im0 | Dim: 301x233px | CS: DeviceRGB
Pag303_L303_Nekker_02.png | Nome PDF: Im0 | Dim: 126x405px | CS: DeviceRGB
Pag304_L304_Nekker_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag305_L305_Troll di Roccia_01.png | Nome PDF: Im0 | Dim: 478x233px | CS: DeviceRGB
Pag305_L305_Troll di Roccia_02.png | Nome PDF: Im0 | Dim: 118x405px | CS: DeviceRGB
Pag306_L306_Troll di Roccia_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag307_L307_Viverne_01.png | Nome PDF: Im0 | Dim: 611x233px | CS: DeviceRGB
Pag307_L307_Viverne_02.png | Nome PDF: Im0 | Dim: 337x405px | CS: DeviceRGB
Pag307_L307_Viverne_03.png | Nome PDF: Im0 | Dim: 157x405px | CS: DeviceRGB
Pag307_L307_Viverne_04.png | Nome PDF: Im0 | Dim: 226x405px | CS: DeviceRGB
Pag308_L308_Viverne_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag309_L309_Katakan_01.png | Nome PDF: Im0 | Dim: 726x233px | CS: DeviceRGB
Pag309_L309_Katakan_02.png | Nome PDF: Im0 | Dim: 399x405px | CS: DeviceRGB
Pag309_L309_Katakan_03.png | Nome PDF: Im0 | Dim: 173x405px | CS: DeviceRGB
Pag309_L309_Katakan_04.png | Nome PDF: Im0 | Dim: 372x234px | CS: DeviceRGB
Pag310_L310_Bue e Cane_01.png | Nome PDF: Im0 | Dim: 272x125px | CS: DeviceRGB
Pag310_L310_Bue e Cane_02.png | Nome PDF: Im0 | Dim: 243x127px | CS: DeviceRGB
Pag310_L310_Bue e Cane_03.png | Nome PDF: Im0 | Dim: 126x255px | CS: DeviceRGB
Pag310_L310_Bue e Cane_04.png | Nome PDF: Im0 | Dim: 66x255px | CS: DeviceRGB
Pag310_L310_Bue e Cane_05.png | Nome PDF: Im0 | Dim: 201x396px | CS: DeviceRGB
Pag310_L310_Bue e Cane_06.png | Nome PDF: Im0 | Dim: 124x396px | CS: DeviceRGB
Pag310_L310_Bue e Cane_07.png | Nome PDF: Im0 | Dim: 97x819px | CS: DeviceRGB
Pag310_L310_Bue e Cane_08.png | Nome PDF: Im0 | Dim: 97x255px | CS: DeviceRGB
Pag310_L310_Bue e Cane_09.png | Nome PDF: Im0 | Dim: 284x396px | CS: DeviceRGB
Pag310_L310_Bue e Cane_10.png | Nome PDF: Im0 | Dim: 177x396px | CS: DeviceRGB
Pag311_L311_Cavallo e Cavallo da Guerra_01.png | Nome PDF: Im0 | Dim: 128x396px | CS: DeviceRGB
Pag311_L311_Cavallo e Cavallo da Guerra_02.png | Nome PDF: Im0 | Dim: 108x396px | CS: DeviceRGB
Pag312_L312_Gatto e Mulo_01.png | Nome PDF: Im0 | Dim: 108x396px | CS: DeviceRGB
Pag312_L312_Gatto e Mulo_02.png | Nome PDF: Im0 | Dim: 125x396px | CS: DeviceRGB
Pag312_L312_Gatto e Mulo_03.png | Nome PDF: Im0 | Dim: 273x131px | CS: DeviceRGB
Pag312_L312_Gatto e Mulo_04.png | Nome PDF: Im0 | Dim: 282x396px | CS: DeviceRGB
Pag313_L313_Serpente e Uccello_01.png | Nome PDF: Im0 | Dim: 126x255px | CS: DeviceRGB
Pag313_L313_Serpente e Uccello_02.png | Nome PDF: Im0 | Dim: 263x396px | CS: DeviceRGB
Pag313_L313_Serpente e Uccello_03.png | Nome PDF: Im0 | Dim: 124x396px | CS: DeviceRGB
Pag313_L313_Serpente e Uccello_04.png | Nome PDF: Im0 | Dim: 126x255px | CS: DeviceRGB
Pag314_L314_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 262x252px | CS: Indexed
Pag314_L314_Buonanotte a Tutti_02.png | Nome PDF: Im7 | Dim: 1277x640px | CS: DeviceRGB
Pag316_L316_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 504x234px | CS: DeviceRGB
Pag316_L316_Buonanotte a Tutti_02.png | Nome PDF: Im0 | Dim: 546x237px | CS: DeviceRGB
Pag317_L317_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 836x237px | CS: DeviceRGB
Pag318_L318_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 3x700px | CS: DeviceRGB
Pag319_L319_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 1278x700px | CS: DeviceRGB
Pag320_L320_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 1280x1656px | CS: DeviceRGB
Pag321_L321_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 98x255px | CS: DeviceRGB
Pag321_L321_Buonanotte a Tutti_02.png | Nome PDF: Im0 | Dim: 180x396px | CS: DeviceRGB
Pag321_L321_Buonanotte a Tutti_03.png | Nome PDF: Im0 | Dim: 177x396px | CS: DeviceRGB
Pag321_L321_Buonanotte a Tutti_04.png | Nome PDF: Im0 | Dim: 125x819px | CS: DeviceRGB
Pag321_L321_Buonanotte a Tutti_05.png | Nome PDF: Im0 | Dim: 253x396px | CS: DeviceRGB
Pag322_L322_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 1125x1125px | CS: DeviceRGB
Pag322_L322_Buonanotte a Tutti_02.png | Nome PDF: Im0 | Dim: 89x1130px | CS: DeviceRGB
Pag323_L323_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 1125x600px | CS: DeviceRGB
Pag323_L323_Buonanotte a Tutti_02.png | Nome PDF: Im1 | Dim: 1128x602px | CS: DeviceRGB
Pag324_L324_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 1126x601px | CS: DeviceRGB
Pag324_L324_Buonanotte a Tutti_02.png | Nome PDF: Im1 | Dim: 1127x601px | CS: DeviceRGB
Pag325_L325_Buonanotte a Tutti_01.png | Nome PDF: Im0 | Dim: 1126x601px | CS: DeviceRGB
Pag325_L325_Buonanotte a Tutti_02.png | Nome PDF: Im1 | Dim: 1125x600px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_01.png | Nome PDF: 4f91b406-6858-404b-8ee0-91c20c1c2c81 | Dim: 355x111px | CS: DeviceGray
Pag326_L326_Scheda del Personaggio_02.png | Nome PDF: Im0 | Dim: 1294x1656px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_03.png | Nome PDF: Im1 | Dim: 355x111px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_04.png | Nome PDF: e1de5709-9838-48a7-8f98-3af900046b3f | Dim: 1098x1098px | CS: DeviceGray
Pag326_L326_Scheda del Personaggio_05.png | Nome PDF: Im0 | Dim: 158x113px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_06.png | Nome PDF: Im0 | Dim: 402x170px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_07.png | Nome PDF: Im0 | Dim: 35x227px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_08.png | Nome PDF: Im0 | Dim: 36x228px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_09.png | Nome PDF: Im0 | Dim: 36x229px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_10.png | Nome PDF: Im0 | Dim: 36x228px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_11.png | Nome PDF: Im0 | Dim: 36x229px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_12.png | Nome PDF: Im0 | Dim: 97x113px | CS: DeviceRGB
Pag326_L326_Scheda del Personaggio_13.png | Nome PDF: Im0 | Dim: 35x358px | CS: DeviceRGB
Pag327_L327_Scheda del Personaggio_01.png | Nome PDF: Im0 | Dim: 96x744px | CS: DeviceRGB
Pag327_L327_Scheda del Personaggio_02.png | Nome PDF: Im0 | Dim: 66x179px | CS: DeviceRGB
Pag327_L327_Scheda del Personaggio_03.png | Nome PDF: Im0 | Dim: 66x179px | CS: DeviceRGB
Pag327_L327_Scheda del Personaggio_04.png | Nome PDF: Im0 | Dim: 97x358px | CS: DeviceRGB
Pag327_L327_Scheda del Personaggio_05.png | Nome PDF: Im0 | Dim: 1098x1098px | CS: DeviceRGB
Pag327_L327_Scheda del Personaggio_06.png | Nome PDF: Im0 | Dim: 97x744px | CS: DeviceRGB
Pag327_L327_Scheda del Personaggio_07.png | Nome PDF: Im0 | Dim: 97x358px | CS: DeviceRGB
Pag327_L327_Scheda del Personaggio_08.png | Nome PDF: Im0 | Dim: 36x358px | CS: DeviceRGB
Pag327_L327_Scheda del Personaggio_09.png | Nome PDF: Im0 | Dim: 35x179px | CS: DeviceRGB
Pag328_L328_Scheda del Personaggio_01.png | Nome PDF: Im0 | Dim: 128x744px | CS: DeviceRGB
Pag328_L328_Scheda del Personaggio_02.png | Nome PDF: Im0 | Dim: 66x179px | CS: DeviceRGB
Pag328_L328_Scheda del Personaggio_03.png | Nome PDF: Im0 | Dim: 66x358px | CS: DeviceRGB
Pag328_L328_Scheda del Personaggio_04.png | Nome PDF: Im0 | Dim: 36x358px | CS: DeviceRGB
Pag328_L328_Scheda del Personaggio_05.png | Nome PDF: Im0 | Dim: 127x358px | CS: DeviceRGB
Pag328_L328_Scheda del Personaggio_06.png | Nome PDF: Im0 | Dim: 127x1130px | CS: DeviceRGB
Pag329_L329_Scheda del Personaggio_01.png | Nome PDF: Im0 | Dim: 430x131px | CS: DeviceRGB
Pag329_L329_Scheda del Personaggio_02.png | Nome PDF: Im0 | Dim: 66x744px | CS: DeviceRGB
Pag329_L329_Scheda del Personaggio_03.png | Nome PDF: Im0 | Dim: 128x1131px | CS: DeviceRGB
Pag329_L329_Scheda del Personaggio_04.png | Nome PDF: Im0 | Dim: 922x131px | CS: DeviceRGB
Pag333_L333_Indice analitico_01.png | Nome PDF: Im0 | Dim: 806x1438px | CS: DeviceRGB
Pag334_L334_Autori_01.png | Nome PDF: Im0 | Dim: 407x593px | CS: DeviceRGB
Pag334_L334_Autori_02.png | Nome PDF: Im1 | Dim: 403x598px | CS: DeviceRGB
Pag335_L335_Autori_01.png | Nome PDF: Im0 | Dim: 276x400px | CS: DeviceRGB
Pag335_L335_Autori_02.png | Nome PDF: Im1 | Dim: 408x593px | CS: DeviceRGB
Pag336_L336_Autori_01.png | Nome PDF: Im0 | Dim: 1278x1655px | CS: DeviceRGB

--- Lista Completa File ---
Immagini/Pag001_L1_SenzaSezione_01.png
Immagini/Pag001_L1_SenzaSezione_02.png
Immagini/Pag001_L1_SenzaSezione_03.png
Immagini/Pag001_L1_SenzaSezione_04.png
Immagini/Pag001_L1_SenzaSezione_05.png
Immagini/Pag001_L1_SenzaSezione_06.png
Immagini/Pag001_L1_SenzaSezione_07.png
Immagini/Pag001_L1_SenzaSezione_08.png
Immagini/Pag002_L2_SenzaSezione_01.png
Immagini/Pag002_L2_SenzaSezione_02.png
Immagini/Pag002_L2_SenzaSezione_03.png
Immagini/Pag002_L2_SenzaSezione_04.png
Immagini/Pag002_L2_SenzaSezione_05.png
Immagini/Pag002_L2_SenzaSezione_06.png
Immagini/Pag002_L2_SenzaSezione_07.png
Immagini/Pag002_L2_SenzaSezione_08.png
Immagini/Pag002_L2_SenzaSezione_09.png
Immagini/Pag002_L2_SenzaSezione_10.png
Immagini/Pag002_L2_SenzaSezione_11.png
Immagini/Pag002_L2_SenzaSezione_12.png
Immagini/Pag002_L2_SenzaSezione_13.png
Immagini/Pag003_L3_Sommario_01.png
Immagini/Pag004_L4_Sommario_01.png
Immagini/Pag005_L5_Il Mondo di The Witcher_01.png
Immagini/Pag005_L5_Il Mondo di The Witcher_02.png
Immagini/Pag005_L5_Il Mondo di The Witcher_03.png
Immagini/Pag005_L5_Il Mondo di The Witcher_04.png
Immagini/Pag005_L5_Il Mondo di The Witcher_05.png
Immagini/Pag005_L5_Il Mondo di The Witcher_06.png
Immagini/Pag005_L5_Il Mondo di The Witcher_07.png
Immagini/Pag005_L5_Il Mondo di The Witcher_08.png
Immagini/Pag005_L5_Il Mondo di The Witcher_09.png
Immagini/Pag005_L5_Il Mondo di The Witcher_10.png
Immagini/Pag005_L5_Il Mondo di The Witcher_11.png
Immagini/Pag005_L5_Il Mondo di The Witcher_12.png
Immagini/Pag005_L5_Il Mondo di The Witcher_13.png
Immagini/Pag006_L6_Il Mondo di The Witcher_01.png
Immagini/Pag007_L7_Il Mondo di The Witcher_01.png
Immagini/Pag008_L8_Il Mondo di The Witcher_01.png
Immagini/Pag009_L9_Il Mondo di The Witcher_01.png
Immagini/Pag009_L9_Il Mondo di The Witcher_02.png
Immagini/Pag011_L11_Storia Recente_01.png
Immagini/Pag012_L12_Geralt di Rivia_01.png
Immagini/Pag012_L12_Geralt di Rivia_02.png
Immagini/Pag012_L12_Geralt di Rivia_03.png
Immagini/Pag012_L12_Geralt di Rivia_04.png
Immagini/Pag012_L12_Geralt di Rivia_05.png
Immagini/Pag012_L12_Geralt di Rivia_06.png
Immagini/Pag012_L12_Geralt di Rivia_07.png
Immagini/Pag013_L13_Yennefer di Vengeberg_01.png
Immagini/Pag013_L13_Yennefer di Vengeberg_02.png
Immagini/Pag013_L13_Yennefer di Vengeberg_03.png
Immagini/Pag013_L13_Yennefer di Vengeberg_04.png
Immagini/Pag013_L13_Yennefer di Vengeberg_05.png
Immagini/Pag013_L13_Yennefer di Vengeberg_06.png
Immagini/Pag014_L14_Dandelion_01.png
Immagini/Pag014_L14_Dandelion_02.png
Immagini/Pag014_L14_Dandelion_03.png
Immagini/Pag014_L14_Dandelion_04.png
Immagini/Pag014_L14_Dandelion_05.png
Immagini/Pag014_L14_Dandelion_06.png
Immagini/Pag014_L14_Dandelion_07.png
Immagini/Pag015_L15_Zoltan Chivay_01.png
Immagini/Pag015_L15_Zoltan Chivay_02.png
Immagini/Pag015_L15_Zoltan Chivay_03.png
Immagini/Pag015_L15_Zoltan Chivay_04.png
Immagini/Pag016_L16_Triss Merigold_01.png
Immagini/Pag016_L16_Triss Merigold_02.png
Immagini/Pag016_L16_Triss Merigold_03.png
Immagini/Pag016_L16_Triss Merigold_04.png
Immagini/Pag016_L16_Triss Merigold_05.png
Immagini/Pag016_L16_Triss Merigold_06.png
Immagini/Pag017_L17_Vernon Roche_01.png
Immagini/Pag017_L17_Vernon Roche_02.png
Immagini/Pag018_L18_Iorveth_01.png
Immagini/Pag018_L18_Iorveth_02.png
Immagini/Pag019_L19_Letho di Guleta_01.png
Immagini/Pag019_L19_Letho di Guleta_02.png
Immagini/Pag019_L19_Letho di Guleta_03.png
Immagini/Pag020_L20_La Creazione del Personaggio_01.png
Immagini/Pag021_L21_Razze_01.png
Immagini/Pag022_L22_Razze_01.png
Immagini/Pag024_L24_Razze_01.png
Immagini/Pag025_L25_Background_01.png
Immagini/Pag025_L25_Background_02.png
Immagini/Pag025_L25_Background_03.png
Immagini/Pag025_L25_Background_04.png
Immagini/Pag025_L25_Background_05.png
Immagini/Pag026_L26_Background_01.png
Immagini/Pag027_L27_Background_01.png
Immagini/Pag027_L27_Background_02.png
Immagini/Pag028_L28_Background_01.png
Immagini/Pag029_L29_Background_01.png
Immagini/Pag030_L30_Background_01.png
Immagini/Pag030_L30_Background_02.png
Immagini/Pag031_L31_Eventi Passati_01.png
Immagini/Pag031_L31_Eventi Passati_02.png
Immagini/Pag032_L32_Eventi Passati_01.png
Immagini/Pag032_L32_Eventi Passati_02.png
Immagini/Pag032_L32_Eventi Passati_03.png
Immagini/Pag033_L33_Eventi Passati_01.png
Immagini/Pag033_L33_Eventi Passati_02.png
Immagini/Pag033_L33_Eventi Passati_03.png
Immagini/Pag034_L34_Eventi Passati_01.png
Immagini/Pag035_L35_Eventi Passati_01.png
Immagini/Pag035_L35_Eventi Passati_02.png
Immagini/Pag035_L35_Eventi Passati_03.png
Immagini/Pag036_L36_Stile Personale_01.png
Immagini/Pag037_L37_La Professione_01.png
Immagini/Pag038_L38_Armigero_01.png
Immagini/Pag038_L38_Armigero_02.png
Immagini/Pag038_L38_Armigero_03.png
Immagini/Pag038_L38_Armigero_04.png
Immagini/Pag038_L38_Armigero_05.png
Immagini/Pag039_L39_Artigiano_01.png
Immagini/Pag039_L39_Artigiano_02.png
Immagini/Pag040_L40_Bardo_01.png
Immagini/Pag040_L40_Bardo_02.png
Immagini/Pag040_L40_Bardo_03.png
Immagini/Pag040_L40_Bardo_04.png
Immagini/Pag040_L40_Bardo_05.png
Immagini/Pag041_L41_Criminale_01.png
Immagini/Pag041_L41_Criminale_02.png
Immagini/Pag042_L42_Mago_01.png
Immagini/Pag042_L42_Mago_02.png
Immagini/Pag042_L42_Mago_03.png
Immagini/Pag042_L42_Mago_04.png
Immagini/Pag043_L43_Medico_01.png
Immagini/Pag043_L43_Medico_02.png
Immagini/Pag043_L43_Medico_03.png
Immagini/Pag044_L44_Mercante_01.png
Immagini/Pag044_L44_Mercante_02.png
Immagini/Pag044_L44_Mercante_03.png
Immagini/Pag044_L44_Mercante_04.png
Immagini/Pag044_L44_Mercante_05.png
Immagini/Pag045_L45_Prete_01.png
Immagini/Pag045_L45_Prete_02.png
Immagini/Pag045_L45_Prete_03.png
Immagini/Pag045_L45_Prete_04.png
Immagini/Pag046_L46_Witcher_01.png
Immagini/Pag046_L46_Witcher_02.png
Immagini/Pag046_L46_Witcher_03.png
Immagini/Pag046_L46_Witcher_04.png
Immagini/Pag047_L47_Le Statistiche_01.png
Immagini/Pag047_L47_Le Statistiche_02.png
Immagini/Pag048_L48_Le Statistiche_01.png
Immagini/Pag048_L48_Le Statistiche_02.png
Immagini/Pag048_L48_Le Statistiche_03.png
Immagini/Pag048_L48_Le Statistiche_04.png
Immagini/Pag049_L49_Le Abilità_01.png
Immagini/Pag050_L50_Le Abilità_01.png
Immagini/Pag056_L56_Le Abilità_01.png
Immagini/Pag057_L57_Risoluzioni di Abilità_01.png
Immagini/Pag058_L58_Risoluzioni di Abilità_01.png
Immagini/Pag058_L58_Risoluzioni di Abilità_02.png
Immagini/Pag058_L58_Risoluzioni di Abilità_03.png
Immagini/Pag058_L58_Risoluzioni di Abilità_04.png
Immagini/Pag059_L59_Salire di Livello_01.png
Immagini/Pag060_L60_Reputazione_01.png
Immagini/Pag061_L61_Alberi di Abilità_01.png
Immagini/Pag062_L62_Albero di Abilità Dell’Armigero_01.png
Immagini/Pag062_L62_Albero di Abilità Dell’Armigero_02.png
Immagini/Pag062_L62_Albero di Abilità Dell’Armigero_03.png
Immagini/Pag062_L62_Albero di Abilità Dell’Armigero_04.png
Immagini/Pag063_L63_Albero di Abilità Dell’Artigiano_01.png
Immagini/Pag063_L63_Albero di Abilità Dell’Artigiano_02.png
Immagini/Pag064_L64_Albero di Abilità Del Bardo_01.png
Immagini/Pag064_L64_Albero di Abilità Del Bardo_02.png
Immagini/Pag065_L65_Albero di Abilità Del Criminale_01.png
Immagini/Pag065_L65_Albero di Abilità Del Criminale_02.png
Immagini/Pag065_L65_Albero di Abilità Del Criminale_03.png
Immagini/Pag066_L66_Albero di Abilità Del Mago_01.png
Immagini/Pag067_L67_Albero di Abilità Del Medico_01.png
Immagini/Pag068_L68_Albero di Abilità Del Mercante_01.png
Immagini/Pag068_L68_Albero di Abilità Del Mercante_02.png
Immagini/Pag069_L69_Albero di Abilità Del Prete_01.png
Immagini/Pag069_L69_Albero di Abilità Del Prete_02.png
Immagini/Pag070_L70_Albero di Abilità Del Witcher_01.png
Immagini/Pag070_L70_Albero di Abilità Del Witcher_02.png
Immagini/Pag071_L71_Equipaggiamento_01.png
Immagini/Pag071_L71_Equipaggiamento_02.png
Immagini/Pag072_L72_Armi_01.png
Immagini/Pag073_L73_Armi_01.png
Immagini/Pag073_L73_Armi_02.png
Immagini/Pag074_L74_Armi_01.png
Immagini/Pag074_L74_Armi_02.png
Immagini/Pag074_L74_Armi_03.png
Immagini/Pag075_L75_Armi_01.png
Immagini/Pag077_L77_Armi_01.png
Immagini/Pag078_L78_Armature_01.png
Immagini/Pag079_L79_Armature_01.png
Immagini/Pag079_L79_Armature_02.png
Immagini/Pag079_L79_Armature_03.png
Immagini/Pag080_L80_Armature_01.png
Immagini/Pag080_L80_Armature_02.png
Immagini/Pag080_L80_Armature_03.png
Immagini/Pag083_L83_Armamenti delle Razze Antiche_01.png
Immagini/Pag084_L84_Armamenti delle Razze Antiche_01.png
Immagini/Pag084_L84_Armamenti delle Razze Antiche_02.png
Immagini/Pag084_L84_Armamenti delle Razze Antiche_03.png
Immagini/Pag087_L87_Prodotti Alchemici_01.png
Immagini/Pag088_L88_Prodotti Alchemici_01.png
Immagini/Pag090_L90_Potenziamenti per Armature_01.png
Immagini/Pag090_L90_Potenziamenti per Armature_02.png
Immagini/Pag090_L90_Potenziamenti per Armature_03.png
Immagini/Pag091_L91_Trasporti_01.png
Immagini/Pag091_L91_Trasporti_02.png
Immagini/Pag092_L92_Utensili_01.png
Immagini/Pag092_L92_Utensili_02.png
Immagini/Pag093_L93_Oggetti Vari_01.png
Immagini/Pag093_L93_Oggetti Vari_02.png
Immagini/Pag093_L93_Oggetti Vari_03.png
Immagini/Pag093_L93_Oggetti Vari_04.png
Immagini/Pag093_L93_Oggetti Vari_05.png
Immagini/Pag093_L93_Oggetti Vari_06.png
Immagini/Pag093_L93_Oggetti Vari_07.png
Immagini/Pag097_L97_Oggetti Vari_01.png
Immagini/Pag097_L97_Oggetti Vari_02.png
Immagini/Pag098_L98_Oggetti Vari_01.png
Immagini/Pag099_L99_La Magia in The Witcher_01.png
Immagini/Pag099_L99_La Magia in The Witcher_02.png
Immagini/Pag099_L99_La Magia in The Witcher_03.png
Immagini/Pag099_L99_La Magia in The Witcher_04.png
Immagini/Pag099_L99_La Magia in The Witcher_05.png
Immagini/Pag099_L99_La Magia in The Witcher_06.png
Immagini/Pag099_L99_La Magia in The Witcher_07.png
Immagini/Pag099_L99_La Magia in The Witcher_08.png
Immagini/Pag099_L99_La Magia in The Witcher_09.png
Immagini/Pag099_L99_La Magia in The Witcher_10.png
Immagini/Pag099_L99_La Magia in The Witcher_11.png
Immagini/Pag099_L99_La Magia in The Witcher_12.png
Immagini/Pag099_L99_La Magia in The Witcher_13.png
Immagini/Pag099_L99_La Magia in The Witcher_14.png
Immagini/Pag100_L100_La Magia in The Witcher_01.png
Immagini/Pag101_L101_Incantesimi da Mago_01.png
Immagini/Pag101_L101_Incantesimi da Mago_02.png
Immagini/Pag105_L105_Incantesimi da Mago_01.png
Immagini/Pag106_L106_Incantesimi da Mago_01.png
Immagini/Pag107_L107_Incantesimi da Mago_01.png
Immagini/Pag107_L107_Incantesimi da Mago_02.png
Immagini/Pag107_L107_Incantesimi da Mago_03.png
Immagini/Pag108_L108_Incantesimi da Mago_01.png
Immagini/Pag109_L109_Invocazioni da Prete_01.png
